epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,452.994,0.67338,0.40739,0.84626,0.97438,0.97081,0.98665,0.81029,0.6979,0.3971,0.88045,0.0006205,0.0006205,0.0006205
117,456.722,0.68279,0.40559,0.85326,0.97439,0.97108,0.98749,0.80258,0.72014,0.40236,0.88637,0.0006172,0.0006172,0.0006172
118,460.416,0.71985,0.4513,0.85758,0.97439,0.97108,0.98749,0.80258,0.72014,0.40236,0.88637,0.0006139,0.0006139,0.0006139
119,464.098,0.67558,0.52342,0.84617,0.97439,0.97108,0.98749,0.80258,0.72014,0.40236,0.88637,0.0006106,0.0006106,0.0006106
120,467.821,0.63126,0.41652,0.86414,0.96729,0.96044,0.98681,0.81726,0.65288,0.42383,0.8724,0.0006073,0.0006073,0.0006073
121,471.514,0.6485,0.44116,0.87604,0.96729,0.96044,0.98681,0.81726,0.65288,0.42383,0.8724,0.000604,0.000604,0.000604
122,475.238,0.66693,0.40009,0.85945,0.96991,0.97215,0.99007,0.8184,0.65924,0.40409,0.87385,0.0006007,0.0006007,0.0006007
123,478.925,0.65835,0.40863,0.87051,0.96991,0.97215,0.99007,0.8184,0.65924,0.40409,0.87385,0.0005974,0.0005974,0.0005974
124,482.658,0.65587,0.40707,0.85934,0.97445,0.97321,0.98933,0.82118,0.65393,0.38577,0.8715,0.0005941,0.0005941,0.0005941
125,486.36,0.60692,0.38395,0.84022,0.97445,0.97321,0.98933,0.82118,0.65393,0.38577,0.8715,0.0005908,0.0005908,0.0005908
126,490.091,0.65728,0.39329,0.85181,0.9752,0.97448,0.98775,0.81636,0.66928,0.39369,0.87006,0.0005875,0.0005875,0.0005875
127,493.792,0.70063,0.45371,0.89061,0.9752,0.97448,0.98775,0.81636,0.66928,0.39369,0.87006,0.0005842,0.0005842,0.0005842
128,497.565,0.65244,0.38213,0.83713,0.97666,0.97076,0.98707,0.82265,0.6497,0.41298,0.86758,0.0005809,0.0005809,0.0005809
129,501.27,0.59578,0.38082,0.83163,0.97666,0.97076,0.98707,0.82265,0.6497,0.41298,0.86758,0.0005776,0.0005776,0.0005776
130,504.983,0.656,0.42337,0.87033,0.97666,0.97076,0.98707,0.82265,0.6497,0.41298,0.86758,0.0005743,0.0005743,0.0005743
131,508.737,0.68038,0.41022,0.87259,0.97112,0.97448,0.98671,0.81998,0.65509,0.39392,0.87308,0.000571,0.000571,0.000571
132,512.449,0.64419,0.38527,0.85552,0.97112,0.97448,0.98671,0.81998,0.65509,0.39392,0.87308,0.0005677,0.0005677,0.0005677
133,516.216,0.65883,0.41309,0.86707,0.97459,0.97891,0.98242,0.81061,0.67973,0.37788,0.88189,0.0005644,0.0005644,0.0005644
134,519.943,0.62295,0.37442,0.839,0.97459,0.97891,0.98242,0.81061,0.67973,0.37788,0.88189,0.0005611,0.0005611,0.0005611
135,523.705,0.6603,0.49426,0.85835,0.96841,0.9768,0.9813,0.83354,0.61844,0.35752,0.86485,0.0005578,0.0005578,0.0005578
136,527.776,0.67462,0.42344,0.88158,0.96841,0.9768,0.9813,0.83354,0.61844,0.35752,0.86485,0.0005545,0.0005545,0.0005545
137,531.825,0.66138,0.41472,0.86211,0.95892,0.9884,0.98275,0.82189,0.64898,0.3732,0.86905,0.0005512,0.0005512,0.0005512
138,535.497,0.67811,0.45044,0.90146,0.95892,0.9884,0.98275,0.82189,0.64898,0.3732,0.86905,0.0005479,0.0005479,0.0005479
139,539.251,0.63956,0.39011,0.84819,0.96131,0.9801,0.98327,0.8238,0.63951,0.37708,0.8694,0.0005446,0.0005446,0.0005446
140,542.981,0.63487,0.38031,0.83514,0.96131,0.9801,0.98327,0.8238,0.63951,0.37708,0.8694,0.0005413,0.0005413,0.0005413
141,546.715,0.64406,0.38059,0.83234,0.96131,0.9801,0.98327,0.8238,0.63951,0.37708,0.8694,0.000538,0.000538,0.000538
142,550.425,0.61334,0.38039,0.83511,0.9639,0.97216,0.98369,0.832,0.60958,0.37111,0.86089,0.0005347,0.0005347,0.0005347
143,554.155,0.64415,0.41756,0.85707,0.9639,0.97216,0.98369,0.832,0.60958,0.37111,0.86089,0.0005314,0.0005314,0.0005314
144,557.929,0.61292,0.35852,0.8307,0.97891,0.96937,0.98544,0.83129,0.61302,0.36323,0.86244,0.0005281,0.0005281,0.0005281
145,561.665,0.62348,0.37172,0.82126,0.97891,0.96937,0.98544,0.83129,0.61302,0.36323,0.86244,0.0005248,0.0005248,0.0005248
146,565.462,0.76968,0.46263,1.05528,0.97663,0.96957,0.98635,0.83976,0.59634,0.36145,0.86077,0.0005215,0.0005215,0.0005215
147,569.475,0.62386,0.37755,0.82705,0.97663,0.96957,0.98635,0.83976,0.59634,0.36145,0.86077,0.0005182,0.0005182,0.0005182
148,573.495,0.60095,0.36166,0.82369,0.97546,0.97448,0.988,0.83342,0.62735,0.37101,0.86494,0.0005149,0.0005149,0.0005149
149,577.136,0.59089,0.37743,0.82203,0.97546,0.97448,0.988,0.83342,0.62735,0.37101,0.86494,0.0005116,0.0005116,0.0005116
150,580.82,0.60168,0.3639,0.82756,0.97679,0.9763,0.98912,0.83862,0.62493,0.37537,0.86661,0.0005083,0.0005083,0.0005083
151,584.558,0.5847,0.3426,0.81556,0.97679,0.9763,0.98912,0.83862,0.62493,0.37537,0.86661,0.000505,0.000505,0.000505
152,588.317,0.65448,0.37424,0.82708,0.97679,0.9763,0.98912,0.83862,0.62493,0.37537,0.86661,0.0005017,0.0005017,0.0005017
153,592.07,0.60877,0.36155,0.8368,0.97675,0.97464,0.98976,0.84222,0.60978,0.36691,0.86059,0.0004984,0.0004984,0.0004984
154,596,0.60586,0.36838,0.83753,0.97675,0.97464,0.98976,0.84222,0.60978,0.36691,0.86059,0.0004951,0.0004951,0.0004951
155,600.065,0.60853,0.36284,0.84409,0.97014,0.97992,0.99049,0.84186,0.6152,0.35683,0.86395,0.0004918,0.0004918,0.0004918
156,603.783,0.59412,0.34767,0.82271,0.97014,0.97992,0.99049,0.84186,0.6152,0.35683,0.86395,0.0004885,0.0004885,0.0004885
157,607.53,0.59378,0.35525,0.84037,0.96604,0.98995,0.99011,0.84261,0.60067,0.34357,0.86235,0.0004852,0.0004852,0.0004852
158,611.481,0.60737,0.35546,0.83648,0.96604,0.98995,0.99011,0.84261,0.60067,0.34357,0.86235,0.0004819,0.0004819,0.0004819
159,615.391,0.61154,0.36736,0.86157,0.96585,0.98417,0.98704,0.83804,0.60371,0.34339,0.85976,0.0004786,0.0004786,0.0004786
160,619.169,0.60438,0.36134,0.83237,0.96585,0.98417,0.98704,0.83804,0.60371,0.34339,0.85976,0.0004753,0.0004753,0.0004753
161,622.956,0.59183,0.35838,0.8395,0.96367,0.98457,0.98645,0.83292,0.60513,0.34712,0.8574,0.000472,0.000472,0.000472
162,626.705,0.60613,0.37163,0.83227,0.96367,0.98457,0.98645,0.83292,0.60513,0.34712,0.8574,0.0004687,0.0004687,0.0004687
163,630.448,0.60547,0.35649,0.83847,0.96367,0.98457,0.98645,0.83292,0.60513,0.34712,0.8574,0.0004654,0.0004654,0.0004654
164,634.222,0.59309,0.35723,0.83607,0.96504,0.96288,0.98462,0.83371,0.59989,0.36025,0.85915,0.0004621,0.0004621,0.0004621
165,637.959,0.59775,0.36471,0.82597,0.96504,0.96288,0.98462,0.83371,0.59989,0.36025,0.85915,0.0004588,0.0004588,0.0004588
166,641.713,0.57667,0.34794,0.81422,0.96046,0.95804,0.98212,0.83552,0.60136,0.37021,0.85796,0.0004555,0.0004555,0.0004555
167,645.464,0.61004,0.35773,0.83102,0.96046,0.95804,0.98212,0.83552,0.60136,0.37021,0.85796,0.0004522,0.0004522,0.0004522
168,649.204,0.6294,0.37503,0.85261,0.95833,0.96052,0.98348,0.84344,0.58273,0.35562,0.85058,0.0004489,0.0004489,0.0004489
169,653.207,0.6572,0.41165,0.87669,0.95833,0.96052,0.98348,0.84344,0.58273,0.35562,0.85058,0.0004456,0.0004456,0.0004456
170,657.175,0.62863,0.36952,0.83861,0.95897,0.96752,0.98659,0.84396,0.58504,0.36515,0.85077,0.0004423,0.0004423,0.0004423
171,661.108,0.58564,0.34778,0.83962,0.95897,0.96752,0.98659,0.84396,0.58504,0.36515,0.85077,0.000439,0.000439,0.000439
172,665.087,0.59428,0.34654,0.81561,0.96671,0.94316,0.98548,0.83642,0.58729,0.37368,0.85474,0.0004357,0.0004357,0.0004357
173,668.868,0.62015,0.39714,0.88875,0.96671,0.94316,0.98548,0.83642,0.58729,0.37368,0.85474,0.0004324,0.0004324,0.0004324
174,672.61,0.58023,0.35364,0.84348,0.96671,0.94316,0.98548,0.83642,0.58729,0.37368,0.85474,0.0004291,0.0004291,0.0004291
175,676.397,0.60281,0.35,0.82825,0.96545,0.97239,0.98898,0.84551,0.58743,0.35802,0.85502,0.0004258,0.0004258,0.0004258
176,680.399,0.60961,0.35859,0.83965,0.96545,0.97239,0.98898,0.84551,0.58743,0.35802,0.85502,0.0004225,0.0004225,0.0004225
177,684.384,0.57845,0.34731,0.82459,0.96577,0.98179,0.98971,0.84087,0.62401,0.35331,0.85695,0.0004192,0.0004192,0.0004192
178,688.111,0.64433,0.3905,0.88293,0.96577,0.98179,0.98971,0.84087,0.62401,0.35331,0.85695,0.0004159,0.0004159,0.0004159
179,691.871,0.58365,0.34765,0.83649,0.97244,0.9825,0.98961,0.83777,0.62561,0.34869,0.85755,0.0004126,0.0004126,0.0004126
180,695.577,0.58132,0.34472,0.82336,0.97244,0.9825,0.98961,0.83777,0.62561,0.34869,0.85755,0.0004093,0.0004093,0.0004093
181,699.328,0.57261,0.3402,0.83393,0.97244,0.98229,0.98883,0.84304,0.59437,0.33546,0.85715,0.000406,0.000406,0.000406
182,703.086,0.60168,0.33991,0.82324,0.97244,0.98229,0.98883,0.84304,0.59437,0.33546,0.85715,0.0004027,0.0004027,0.0004027
183,706.819,0.60401,0.35325,0.8374,0.97244,0.98229,0.98883,0.84304,0.59437,0.33546,0.85715,0.0003994,0.0003994,0.0003994
184,710.556,0.56367,0.34605,0.83165,0.97098,0.9768,0.98928,0.84111,0.58691,0.33599,0.85721,0.0003961,0.0003961,0.0003961
185,714.275,0.57772,0.34131,0.8257,0.97098,0.9768,0.98928,0.84111,0.58691,0.33599,0.85721,0.0003928,0.0003928,0.0003928
186,718.023,0.56747,0.33052,0.82619,0.97247,0.97216,0.9888,0.84008,0.59358,0.33939,0.8584,0.0003895,0.0003895,0.0003895
